return_period,median,LB,RB,group
890,-1049.1259325365336,-1398.0079373953704,133.22881792659064,5.0
900,-1034.7150471001187,-1384.8527575021672,154.4688836143614,5.0
910,-1021.3818197515739,-1372.4219715468607,174.86883449333072,5.0
920,-1008.7302786054624,-1360.6918776355997,189.7432523524567,5.0
930,-996.8018529642814,-1349.639753815809,202.4502967589924,5.0
940,-984.2767801108603,-1339.243808061161,215.64478708003116,5.0
950,-972.6234427260115,-1329.483131299572,234.17316056922573,5.0
960,-960.9905273862496,-1320.337653270708,248.2235179846266,5.0
970,-951.1141087158412,-1311.7881010143337,258.09319358771063,5.0
980,-942.4339453849698,-1303.815959808191,268.2978176310771,5.0
990,-932.8297094174104,-1295.9267893353117,282.97772954232823,5.0
1000,-922.9060592351907,-1288.1011188836164,297.27949348323637,5.0
